Unnamed: 0,image_id,student_id,qc_status,blue_score,exposure_score,blur_score,saturation_score,occupancy_score,fail_reasons,food_name,is_fruit,fruit_instance,lighting_session,background_id,image_name,best_score,best_params,hole_area,min_object_size,closing_radius,opening_radius,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93
89,01666596_008,1666596,flagged,0.0290058097312999,0.6020484144274995,6461.527959152569,0.1642069447806557,0.5577777777777778,"blue_channel_issue, saturation_issue",cucumber,False,1,L1,B2,01666596_008.jpg,1.47082106987122,"{'hole_area': 100, 'min_object_size': 200, 'closing_radius': 3, 'opening_radius': 2}",100,200,3,2,492.0,193.7645,8.735578,0.16467457,0.5298869,0.9644305,0.13008335,-1.0,-5.312061999999999e-19,4.3698655e-17,-0.12535965,-0.09264504,-0.021670654,0.09052292,0.022772979,-0.048753243,0.025024265,-0.050687827,-0.054715957,-0.052964106,-0.028918136,0.03972343,0.032967873,-0.008091769,0.026250146,-0.027427386,-0.042032003,-0.02030692,-0.022828994,0.01380522,0.01691827,-0.011749557,0.011995058,-0.00056206033,-0.011454542,-0.0056500635,-0.004773512,-0.010759538,-0.003138367,-0.012289749,-0.00038370283,0.0063146604,0.0022630095,-0.0021401038,0.004266954,-0.0075875116,0.0006873827,154.0,5.00523,52.57611,12.609494,5.6227117,3.4732776,3.9036043,2.3534749,0.62382084,0.6457123,1.4956646,1.6395575,0.37106165,0.32749176,0.19955403,0.31830987,1.1342899e-16,0.47862428,0.22677705,0.0913307,0.044167493,0.2573664,0.458818,0.15375757,0.06913381,0.06063271,0.06992749,0.23989579,0.39061794,0.3492968,0.111270145,0.20638391,0.116708055,0.05977816,0.0766208618879318,0.4282414317131042,0.2016575932502746,0.4084721207618713,0.2431692481040954,0.0899447128176689,0.6225360035896301,-0.4560752511024475,71.06491088867188,105.22982788085938,20.62370109558105,63.86233139038086,27.825613021850582
90,01666596_010,1666596,flagged,-0.0065250544662309,0.3168041636407649,252.47567437890564,0.1890381667070119,0.0543209876543209,"exposure_issue, saturation_issue, occupancy_issue",cucumber,False,1,L4,B3,01666596_010.jpg,0.6643209039996824,"{'hole_area': 100, 'min_object_size': 200, 'closing_radius': 5, 'opening_radius': 2}",100,200,5,2,183.0,90.71068,6.705526,0.27947575,0.78038377,0.9903468,0.15136504,-1.0,2.4211006000000002e-17,-1.3594876000000002e-16,-0.18883674,-0.016208634,0.0074511096,0.007133466,0.042022187,-0.10486955,-0.0076196548,0.014700231,-0.052299507,-0.005246951,0.0014568556,-0.009702191,0.011230536,-0.026606338,0.0009937807,-0.003835458,-0.03785417,-0.013099396,0.0005736381,0.011506139,0.015185101,-0.0060360227,-0.0039546913,-0.010395713,-0.024785291,-0.0061656786,0.0050558997,-0.0006078107,-0.0060375487,-0.0040760543,-0.0033000775,0.0037523636,-0.005452524,-0.0064393915,0.00056925276,0.0024199358,0.0011162738,70.0,7.473507,24.498228,1.4322797,1.1360047,1.1995903,1.2622384,0.55840945,0.5080553,0.2891664,0.45970184,0.16516088,0.5518295,0.12784454,0.42391226,0.31830987,4.2589707e-17,0.8416177,0.053632185,0.013277147,0.005118249,1.0884725,0.22694388,0.009548409,0.06211947,0.021566026,0.001955125,1.0445627,0.49296966,0.05524647,0.0017640209,0.14316021,0.040147707,0.011918977,0.0005430330638773,0.8347250819206238,0.7483301162719727,0.16474249958992,0.0128759108483791,0.000340646598488,0.7438417077064514,-0.5335017442703247,31.52511405944824,78.52054595947266,12.046673774719238,14.348978996276855,24.4968204498291
91,01666596_019,1666596,flagged,-0.1015250544662309,0.3923359961268458,1771.4022095869532,0.3434627074423734,0.7988888888888889,exposure_issue,carrot,False,1,L4,B3,01666596_019.jpg,0.2821377173128852,"{'hole_area': 100, 'min_object_size': 500, 'closing_radius': 7, 'opening_radius': 1}",100,500,7,1,2554.0,250.93607,4.9653816,0.5096882,0.8641516,0.802045,0.13892807,-1.0,-8.8478355e-17,9.432741000000001e-17,-0.6326915,0.15094954,0.017136276,-0.0038979677,-0.0854696,0.03606668,0.0010180522,0.0067294263,0.001129601,0.11482452,0.009383946,-0.02633805,0.024234671,0.029254023,-0.009223545,0.003434417,0.017199742,0.05038506,-0.0009379697,-0.013365207,0.0069767437,0.010093076,-0.0043721716,0.010495475,-0.022363672,0.014342476,0.0018645955,-0.0041359174,-0.011721297,0.0010060134,0.004173028,0.015702901,-0.02013925,0.00052396226,0.001136848,-0.0056310995,-0.0051329597,211.99998,5.037206,20.942228,24.869102,7.053533,7.816384,2.7332559,2.9280465,1.8121717,1.6662866,1.0180024,0.5841445,2.142005,0.11908676,0.5071163,0.31830987,0.002197108,0.45984015,0.10395737,0.04469053,0.082498714,0.1505059,0.11791165,0.030176833,0.029954204,0.11544078,0.08905425,0.0666455,0.0094735455,0.042928554,0.028844576,0.04094671,0.07940522,0.14616148,0.0631010010838508,0.0932893306016922,0.0750054195523262,0.0794364660978317,0.0326475463807582,0.0380020663142204,-0.0310031920671463,0.0377023518085479,97.19015502929688,172.71327209472656,70.40352630615234,37.1396484375,53.19890213012695
92,01666596_016,1666596,pass,-0.0867598644396029,0.7001549261679981,1453.1380815576892,0.2723217407676376,0.3262962962962963,none,carrot,False,1,L1,B2,01666596_016.jpg,0.2580618403346721,"{'hole_area': 100, 'min_object_size': 200, 'closing_radius': 3, 'opening_radius': 2}",100,200,3,2,1070.0,166.91168,5.102639,0.48263648,0.9340899,0.9713709,0.11012932,-1.0,3.1557864e-17,-8.960541499999998e-18,-0.32560673,0.0046500154,-0.007290096,-0.03131809,-0.048188172,-0.09966262,0.0016278612,0.008218158,-0.07920079,0.0072154817,-0.0064097615,0.0026202672,-0.007097407,-0.02049515,0.0040691425,0.0022153377,-0.02723789,0.009874965,0.00048698933,0.0031415191,-0.00029205528,-0.008592544,0.001966727,0.00048337266,-0.0087868925,0.0043987436,-0.0037197496,0.0024273633,0.0026613895,-0.0019495703,0.0019327863,0.0007169358,-0.00017924701,0.0035925885,0.0008599602,-0.0010936504,0.0013829605,152.0,7.6284175,45.1225,1.3666257,1.8999145,1.4240075,2.3536723,0.81459486,0.23465428,0.68547523,0.41279748,0.6249893,0.14313927,0.31427056,0.17334338,0.31830987,6.264125e-17,0.5881263,0.15965866,0.053580467,0.025699018,0.38675857,0.4063786,0.0814255,0.09636105,0.02967377,0.02865052,0.23146628,0.39929757,0.25108674,0.043488145,0.044450503,0.047636036,0.06752892,0.0232355911284685,0.2432355731725692,0.2188669145107269,0.3071707785129547,0.1508375108242035,0.0248373858630657,0.415007472038269,0.909462571144104,143.25807189941406,167.12118530273438,0.7285890579223633,27.057039260864254,45.98492813110352
93,01666596_017,1666596,pass,-0.0806105059307673,0.5954011135318326,1593.1371654320988,0.2811210629656526,0.2469135802469135,none,carrot,False,1,L1,B2,01666596_017.jpg,0.4646112673192664,"{'hole_area': 100, 'min_object_size': 200, 'closing_radius': 5, 'opening_radius': 1}",100,200,5,1,1237.5,206.89444,5.881339,0.36329332,0.905267,0.9823033,0.107949525,-1.0,-1.4821371e-17,-2.8019162999999997e-18,-0.2549112,-0.007483801,-0.016871365,-0.03037708,-0.03602935,-0.10498884,0.009942561,0.011915968,-0.056122277,0.0034792412,-0.0072435276,0.0009908433,-0.0036450943,-0.034730572,0.004188932,0.0039236885,-0.024606893,0.0035159665,-0.002777907,0.006218467,-0.000117051626,-0.015849985,0.0016931877,0.0014517767,-0.0136196725,0.0021024973,0.000954759,0.004648739,0.0007959948,-0.0060062017,0.00087208184,-0.0026780767,-0.0054252525,0.00048104173,0.0002481716,0.0016610887,0.0023821997,175.00002,14.602237,55.336006,5.191459,2.5372627,1.7133306,3.3167644,0.5368379,0.7931783,0.5426422,0.6865458,0.22907901,0.16318147,0.22918274,0.3201753,0.31830987,0.008963068,0.43647268,0.23809178,0.07815739,0.024995133,0.29876834,0.3573695,0.18717904,0.036486436,0.06034868,0.046673317,0.28327087,0.26093218,0.28925285,0.15059738,0.042979177,0.017898895,0.041478634,0.0582753047347068,0.2233727723360061,0.2037535011768341,0.2170745730400085,0.2294986993074417,0.1232904866337776,0.3913047611713409,0.919704794883728,137.17044067382812,150.95399475097656,0.9167999029159546,31.75665664672852,48.5311279296875
94,01666596_020,1666596,flagged,-0.0955925925925925,0.3834306463326071,2713.447748270081,0.3462277091906721,0.9017283950617284,exposure_issue,carrot,False,1,L4,B3,01666596_020.jpg,0.4617690066974782,"{'hole_area': 100, 'min_object_size': 200, 'closing_radius': 7, 'opening_radius': 1}",100,200,7,1,1245.0,203.48022,5.766835,0.37786335,0.86218834,0.9804927,0.15996057,-1.0,1.7132881e-16,-2.8366506000000003e-16,-0.27545425,-0.0007739206,0.0083671985,-0.024839161,-0.011227325,-0.108671814,0.0011045515,-0.0108323125,-0.06301044,-0.0039909654,0.004342789,-0.006815683,0.013771438,-0.032278027,-0.00030897598,-0.004053009,-0.03315755,0.0022707947,0.00092546555,0.004556484,-0.0017160564,-0.013941172,-0.0019197944,-0.0043321727,-0.0029056878,0.0032090482,0.0024846483,-0.0005082304,-0.005083106,-0.00763097,-0.0033912312,-0.0070332815,0.005944934,0.0014722678,0.0012231616,-0.0062120673,-0.0024730966,171.99997,1.7967914,54.923645,2.6316836,3.0296795,0.6780919,3.1417258,0.5102237,1.1439239,0.5358921,1.5714891,0.49075627,0.28413007,0.48289824,0.52980775,0.31830987,2.580403e-16,0.4453558,0.23293896,0.029167533,0.014841828,0.2658929,0.3838671,0.17311604,0.04181678,0.009468428,0.02032276,0.30196032,0.23204099,0.31951106,0.12868634,0.028806515,0.018189538,0.027949154,0.021832562983036,0.2479782700538635,0.1796022206544876,0.2123830318450927,0.2492932677268982,0.0970287322998046,0.3045508563518524,0.7954128980636597,104.38288116455078,173.88963317871094,16.23065757751465,38.29795455932617,78.56282806396484
95,01666596_009,1666596,flagged,-0.0035833938513677,0.3845683853788429,561.7039503734186,0.1219653567874337,0.0277777777777777,"exposure_issue, saturation_issue, occupancy_issue",cucumber,False,1,L4,B3,01666596_009.jpg,0.5642994221140251,"{'hole_area': 100, 'min_object_size': 200, 'closing_radius': 7, 'opening_radius': 2}",100,200,7,2,1710.5,240.35028,5.811431,0.3720863,0.7144946,0.8471287,0.13150355,-1.0,6.2769165e-17,-1.6134544e-16,-0.42077845,-0.089336015,0.13459072,-0.2356208,0.20702666,-0.100379445,-0.04005213,-0.045044556,-0.12977408,-0.00944829,0.014372524,0.016695116,-0.02354679,-0.022181625,0.038124103,0.013489444,0.012385291,-0.030328346,-0.01676301,-0.020880984,0.00027596473,0.0075938725,0.0120316725,-0.008589704,-0.00393069,-0.00976952,0.0073921233,-0.010546609,-0.0030055544,-0.0032038984,0.0074020983,-0.008640194,-0.0184065,0.0016472746,0.0012006497,0.0014087257,-0.0024495746,201.0,20.32871,50.27402,20.849699,3.2222595,3.1003113,5.4248195,3.78167,0.75962776,0.775762,1.2343159,1.3001578,1.259632,1.2723454,0.752301,0.31830987,0.015109158,0.47968042,0.13971433,0.18631911,0.091517925,0.19377077,0.22323549,0.08682718,0.19996575,0.095425315,0.08769506,0.120564125,0.19488813,0.070738725,0.08031027,0.17190942,0.10344348,0.10440424,0.0763097777962684,0.1341683864593505,0.0989690572023391,0.0315221548080444,0.0645862221717834,0.0735741481184959,-0.3601511418819427,-0.8345130681991577,13.166114807128906,161.54966735839844,12.520606994628906,6.914369106292725,57.88196563720703
96,01666596_012,1666596,pass,-0.0818416848220769,0.620632292423142,421.9300226185033,0.4323704241641787,0.2066666666666666,none,apple,True,1,L3,B1,01666596_012.jpg,0.034313725490196,"{'hole_area': 100, 'min_object_size': 200, 'closing_radius': 7, 'opening_radius': 2}",100,200,7,2,1097.0,131.88225,3.9818327,0.79258126,0.9444684,0.5960761,0.13362633,1.0,-2.3228714e-16,2.2185768000000002e-16,0.85563487,0.029710561,0.052639864,0.026004331,0.010551945,0.024869736,-0.043700747,-0.018976787,0.03531766,-0.014348645,0.025026226,-0.036834035,0.021877296,0.022495553,-0.0054031196,0.028124806,-0.023181079,-0.020326288,-0.0022678813,0.00757154,-0.004666503,0.006410074,0.011814985,-0.003006793,0.014624852,-3.8389793e-05,-0.0053959256,-0.00080559007,-0.0020207274,-0.0032480536,0.0023266787,-0.0030797983,0.0016048554,0.00195088,0.0047565387,-0.0052251276,-0.0029155298,111.999985,0.33829242,6.570884,4.2684183,2.9871445,1.8666767,2.13673,0.7711776,0.7573493,0.100948974,0.30614033,0.2787119,0.27255788,0.18128684,0.15343158,0.31830987,2.5296337e-16,0.7736151,0.019436179,0.002081715,0.0063361055,0.80416334,0.07302764,0.002922547,0.008756208,0.029461334,0.00085674267,0.4392494,0.12731597,0.015753172,0.00047227705,0.016616734,0.06716175,0.0051815487,0.0001182671039714,0.0563761629164218,0.1266399919986724,0.0422383435070514,0.0033013189677149,4.127018837607466e-05,0.4517595469951629,0.832631528377533,164.87001037597656,132.03639221191406,9.4275484085083,54.849979400634766,40.05198669433594
97,01666596_018,1666596,pass,-0.0776313241345921,0.6815294117647059,1520.151069577808,0.2095470561338389,0.2633333333333333,none,carrot,False,1,L1,B2,01666596_018.jpg,0.5702946405806899,"{'hole_area': 100, 'min_object_size': 200, 'closing_radius': 3, 'opening_radius': 2}",100,200,3,2,829.0,182.36754,6.333886,0.31323433,0.8996202,0.9913198,0.1408985,-1.0,-4.1594208e-17,7.2480245e-17,-0.2043643,0.0067533487,0.0057353624,-0.014666313,-0.022627104,-0.10762435,0.007061452,-0.011053694,-0.059093237,0.0010131253,0.0047261296,0.0006651955,-0.006571369,-0.03758612,0.003204279,-0.0016092405,-0.023565982,0.0009026377,0.0011590323,-0.002813417,-0.0019420349,-0.016165592,0.0017015911,0.00044341487,-0.011314817,0.0012296805,0.0013866548,-0.0039987587,0.00093509076,-0.008601142,0.00085221644,0.0010316492,-0.008716038,0.0015696181,0.00025331546,0.0016485059,0.00015464355,159.99998,8.394803,55.97266,1.3219693,1.9358301,1.1645561,4.5843515,0.07131375,1.1574868,0.45891944,1.1374998,0.24181265,0.54536635,0.2789284,0.4660961,0.31830987,7.8745755e-17,0.49144664,0.22061786,0.059291556,0.022857908,0.29477215,0.43855014,0.15508157,0.045248467,0.028639147,0.034244377,0.30075604,0.34298277,0.3593131,0.111727424,0.045399178,0.06822629,0.018828768,0.0378378070890903,0.3163350224494934,0.2630973756313324,0.3317819237709045,0.2859006822109222,0.0825004577636718,0.3868520557880401,0.9215561151504515,138.40548706054688,158.3406524658203,0.9416086077690125,31.20463180541992,39.03805160522461
98,01666596_011,1666596,pass,-0.0909302832244008,0.6136267247639796,454.394063648834,0.4649479544904381,0.2476543209876543,none,apple,True,1,L3,B1,01666596_011.jpg,0.0160638797557538,"{'hole_area': 100, 'min_object_size': 200, 'closing_radius': 5, 'opening_radius': 1}",100,200,5,1,1996.5,173.4386,3.8816028,0.83404154,0.97556806,0.566576,0.11916107,-1.0,7.1351455e-17,-1.1488263e-17,-0.8592977,-0.03289505,0.036724795,0.038048193,0.002655199,-0.008616969,-0.010935444,-0.020250615,-0.014567938,-0.023340737,0.031733494,-0.0051628225,-0.007120539,0.0097147245,-0.016362565,-0.0017947626,-0.00405524,-0.01657192,0.0136223575,-0.001054773,-0.0058257333,0.0081033185,-0.005200796,0.0030764085,0.0009870315,-0.0069867214,0.005382677,0.0020782694,-0.0043850266,0.0069698133,-0.00013735236,-0.00064295775,0.0025549901,0.0004114407,0.0011817499,-0.0029225484,-0.0006418173,149.0,0.79026645,6.4101143,5.4846954,1.6826761,2.1205642,1.251571,1.0478712,0.45392188,0.5800664,0.31753653,0.26565704,0.3164546,0.07265319,0.14745745,0.31830987,1.575983e-16,0.6347297,0.028474571,0.003430508,0.015998324,0.3594809,0.07692532,0.0043145386,0.009050325,0.053806063,0.0066851326,0.13242501,0.06171342,0.01615374,0.0022174118,0.0042586136,0.06744876,0.028859286,0.0022007660008966,0.3139221966266632,0.0340967401862144,0.0243575517088174,0.0114123113453388,0.0010857635643333,0.2955542504787445,0.7846007943153381,134.5038604736328,125.70849609375,17.007980346679688,72.8018798828125,39.68862915039063
99,01666596_013,1666596,pass,-0.1316690873880416,0.584720406681191,1164.2064224356045,0.4663869388633368,0.971358024691358,none,apple,True,1,L3,B1,01666596_013.jpg,0.0704007194688661,"{'hole_area': 100, 'min_object_size': 200, 'closing_radius': 5, 'opening_radius': 2}",100,200,5,2,1920.5,181.2376,4.1356244,0.73472977,0.93774414,0.49462295,0.15729167,-1.0,2.2246873000000003e-16,-2.1620988000000001e-16,-0.8664882,-0.06985771,0.027350053,0.022114862,0.061156835,-0.006011517,-0.03663545,0.0006276374,0.022166498,-0.028967736,0.03294082,0.010788076,-0.0193189,-0.019964313,-0.0071536177,0.01719942,0.024869569,0.0043661203,0.012496658,-0.00085278694,-0.0029352328,-0.022706775,0.014817523,0.012064597,0.002658464,0.00072844874,-8.735548e-05,-0.0017645144,0.00031445082,-0.0104776155,0.0123565355,-0.00019885894,0.0017213684,-0.0024559963,0.00659964,0.0013168646,-0.0024923256,150.99998,1.0991708,5.1132407,7.478178,2.898812,2.0567017,2.5732915,0.51601464,2.1541774,0.32682502,0.9402717,0.5400547,0.84551877,0.2775732,0.7322482,0.31830987,1.4844884000000001e-16,0.6439095,0.019326199,0.0031769942,0.022778325,0.3878154,0.051501382,0.0064362343,0.006232326,0.077373154,0.0060910047,0.101253204,0.041538253,0.027218256,0.0042684083,0.00275111,0.10059392,0.025544712,0.0012074508704245,0.3134492635726928,0.0239102225750684,0.050732597708702,0.0207207929342985,0.0022287173196673,0.3455737233161926,0.8171970844268799,125.82573699951172,133.25137329101562,14.01206874847412,56.174781799316406,51.06911087036133
100,01475980_003,1475980,pass,-0.068753086419753,0.5811696925683855,250.88634348422497,0.2271833561957018,0.2858024691358025,none,apple,True,1,L1,B1,01475980_003.jpeg,0.3728143884752986,"{'hole_area': 100, 'min_object_size': 200, 'closing_radius': 7, 'opening_radius': 2}",100,200,7,2,4701.5,292.35028,4.2636867,0.6912565,0.9185308,0.65840596,0.121740386,1.0,1.4820039e-16,-2.0558436e-16,0.7808172,-0.005443363,-0.05400745,-0.12880331,0.01850774,0.051832285,-0.015339383,0.0012234967,0.043444965,-0.017729616,-0.03608036,0.07138006,-0.008924804,0.026077805,-0.009030364,-0.006652691,0.0018327428,-0.003061619,-0.0016754498,0.001014919,0.010568614,-0.0049783126,0.0010163271,0.008545878,0.007495483,8.7471955e-05,0.006329606,-0.001432416,-0.0016544056,-0.0014276485,0.0006834905,-0.009011757,0.007011192,-0.013282398,0.00016078407,-0.00047655945,0.000914446,252.99998,0.685397,21.563227,21.025496,1.4648799,2.9832642,2.2681565,1.6939789,1.411465,0.98719615,0.5931784,1.5001757,2.1478558,1.0092031,1.2395701,0.31830987,0.012832173,0.170302,0.09230119,0.07272896,0.12276446,0.11092469,0.029400673,0.023817195,0.047126286,0.027613327,0.027519135,0.044932265,0.056575146,0.012042328,0.011522816,0.042797744,0.0630177,0.05896815,0.0153104765340685,0.0400729402899742,0.0418734215199947,0.0429363586008548,0.030211467295885,0.0209456905722618,-0.0975134596228599,-0.211005225777626,64.83126068115234,183.74143981933597,48.938255310058594,44.2122688293457,46.37142562866211
101,01475980_015,1475980,pass,-0.127353667392883,0.551441781650932,712.3926975156227,0.3461712256919229,0.5987654320987654,none,carrot,False,1,L1,B1,01475980_015.jpeg,0.276487296933314,"{'hole_area': 100, 'min_object_size': 200, 'closing_radius': 5, 'opening_radius': 2}",100,200,5,2,491.0,111.88225,5.0491753,0.49291152,0.8554007,0.9335413,0.19294329,-1.0,3.3526272999999998e-18,7.3828444e-17,-0.41894397,-0.004572219,0.010316596,-0.05340576,0.00017021508,-0.09887894,0.008775523,-0.06293326,-0.045779742,0.0021613687,-0.0021922474,0.0019424901,-0.008300638,-0.027789064,-0.0022586612,0.0026046878,-0.042886216,-0.0042149355,0.0028903927,0.020497825,0.015327095,-0.012403219,-0.0017083538,-0.006941348,-0.007854482,-0.0019509007,-0.00027340927,-0.0057896185,0.003991075,-0.0034956983,-0.0016335555,0.0034806728,0.0074867397,8.952954e-06,-0.0027686423,-0.0134474905,-0.0068331156,91.99999,0.9778892,22.679926,1.4173136,3.3825634,0.68868035,1.0282174,0.58014274,0.49060112,0.37130228,0.16154324,0.42425162,0.5273504,0.2115538,0.24906747,0.31830987,7.0174694e-17,0.82186645,0.051275343,0.003056911,0.0035299791,1.0070789,0.20869227,0.00914267,0.0152311055,0.01673739,0.0012033877,0.87366676,0.42409518,0.05089481,0.0016101098,0.03889178,0.039395597,0.007646777,0.0002912328927777,0.5820889472961426,0.5776700973510742,0.1431688517332077,0.0113172577694058,0.0002877580700442,0.8211507797241211,0.5682550668716431,69.39962768554688,142.48512268066406,1.516302227973938,17.17194366455078,21.72121238708496
102,01475980_018,1475980,pass,-0.1005623335754054,0.6199636891793754,271.9998978814205,0.31612872858334,0.4074074074074074,none,cucumber,False,1,L1,B1,01475980_018.jpeg,0.2055646531449092,"{'hole_area': 100, 'min_object_size': 300, 'closing_radius': 7, 'opening_radius': 2}",100,300,7,2,4214.5,300.5513,4.6296225,0.5862984,0.87765515,0.7704011,0.1397828,-1.0,2.9642175e-16,-3.4796e-16,-0.70622444,-0.036894508,0.036453445,-0.02199834,-0.029315392,-0.08915337,-0.018256847,-0.0056562535,-0.026174389,0.046307184,0.019691028,-0.0048445566,-0.009747123,-0.01860275,0.0218667,0.062216517,-0.061964504,-0.0038969459,-0.0038401785,-0.01737413,0.013414266,0.01867167,0.026996369,-0.0057024993,0.0011828825,0.0063698012,0.0075412965,0.019094957,-0.014791478,-8.833777e-05,-0.0011113932,-0.0050072055,0.0028457544,0.008019446,0.0035835193,-0.007953854,0.014575503,267.0,0.66543996,32.00806,3.3201232,9.532314,5.9236717,10.769776,4.54138,1.9521348,3.7273533,1.11465,2.0807838,1.3091662,1.249987,0.44219708,0.31830987,0.00807245,0.2441459,0.14081472,0.010719937,0.007789417,0.021552945,0.011937502,0.096338995,0.010718181,0.009985996,0.031310312,0.088050164,0.06754211,0.039361212,0.020936452,0.016641028,0.019455919,0.05112785,0.007338180206716,0.0104616526514291,0.0198284909129142,0.0143320672214031,0.0329844541847705,0.0405000820755958,-0.1091738492250442,-0.1118818372488021,90.0823211669922,191.8857269287109,55.19221115112305,70.89701843261719,54.60493469238281
103,01475980_006,1475980,pass,-0.2050786734446865,0.6671503267973856,358.28860446578267,0.6271214933161192,0.5369135802469136,none,orange,True,1,L1,B1,01475980_006.jpeg,0.0126664501461513,"{'hole_area': 100, 'min_object_size': 200, 'closing_radius': 3, 'opening_radius': 1}",100,200,3,1,2925.0,208.30865,3.8516283,0.8470735,0.98121434,0.6343242,0.09420695,-1.0,-5.2449104e-17,6.978944000000001e-17,-0.81895477,-0.003864452,0.012174156,-0.007073599,0.014467738,-0.04297227,0.0029834013,0.0032636158,-0.0141721545,-0.0056428756,-0.0047106175,-0.007247398,-0.0026337716,-0.006986606,0.003181247,-4.166344e-06,-0.010894187,0.0010647263,-0.002746947,0.007712971,-0.00045407272,0.0031419627,-0.0006215662,0.0013336941,0.0078090313,9.9299694e-05,0.0024545603,-0.0005518274,0.0023263681,-0.0040297844,0.0015797699,-0.00041666455,-0.001474476,-0.00057912985,-0.00209673,-0.00034410876,0.0003136413,176.0,0.28015184,11.584971,1.4490098,2.7808325,1.0341833,0.8202891,0.3176374,0.17026703,0.10478091,0.24103613,0.171504,0.21941625,0.36589763,0.5455821,0.31830987,7.773695e-16,0.48644954,0.058909766,0.003194328,0.0063107256,0.04221646,0.09823608,0.019736027,0.0025169426,0.013506316,0.0046188547,0.23554079,0.025552584,0.043928184,0.004377984,0.0077187396,0.006762628,0.014024938,0.0011195408878847,0.051404345780611,0.1172717064619064,0.0072193089872598,0.0074026831425726,0.0020366343669593,0.5781035423278809,0.7692028880119324,215.01991271972656,158.9313201904297,7.950196266174316,58.44425582885742,35.709022521972656
104,01475980_002,1475980,pass,-0.0948784797869765,0.6465732268215928,360.8757578875172,0.2948842088275639,0.392716049382716,none,apple,True,1,L1,B1,01475980_002.jpeg,0.0129162462159435,"{'hole_area': 200, 'min_object_size': 200, 'closing_radius': 7, 'opening_radius': 1}",200,200,7,1,2813.5,208.46803,3.9302123,0.81353796,0.9798015,0.62478554,0.06806771,-1.0,-6.686663e-17,-2.099604e-18,-0.82296824,-0.00888431,-0.010676781,-0.03444364,-0.0015946191,0.0023535406,-0.038294584,-0.03259762,-0.03922068,0.015203295,-0.0060021146,-0.009248404,-0.029090328,0.016181387,-0.024388216,0.011083089,-0.0027511294,0.0148507375,0.0006404424,-0.0028618318,0.0032170042,0.005045814,-0.013783906,0.0037757948,0.0030709866,0.0073766634,0.008726799,0.006032895,0.0008953395,-0.0071070404,-0.00101471,0.0073482194,0.0077529564,0.007507153,0.005268964,-0.0027980816,-0.00046717704,189.0,1.6685395,11.581142,3.0979002,6.201915,2.3932543,2.2112544,0.6125559,0.38719583,1.585304,0.42899093,1.3531919,1.0084139,0.57377124,0.5319625,0.31830987,1.0226413e-15,0.49991706,0.051703215,0.008581559,0.011036855,0.0686675,0.095891625,0.01991792,0.009422322,0.020344416,0.013131253,0.23348427,0.018735934,0.05145791,0.012479821,0.016109934,0.014603811,0.035481315,0.0094716688618063,0.0761616975069046,0.1037340238690376,0.0403660833835601,0.0383888632059097,0.0047200289554893,0.3601549565792084,0.7708067297935486,96.21175384521484,152.48057556152344,16.28563117980957,28.28663825988769,48.07767105102539
